relation	path	child_id	minCardinality	maxCardinality
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00004477		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00005000		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00004706		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00009509		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00005421		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00009465		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00009433		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00005210		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00009238		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00014914		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00005247		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00003214		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00005040		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00005343		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00002805		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00002810		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00003717		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00007509		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00001066		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00009554		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00004665		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00008372		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00003626		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00004980		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:04000000		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00009419		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00005109		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C25632	GAZ:00002566		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C25632	GAZ:00002562		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C25632	GAZ:00002571		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C25632	GAZ:00002570		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C25632	GAZ:00002567		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C25632	GAZ:00002565		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C25632	GAZ:00002563		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C25632	GAZ:00002572		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C25632	GAZ:00002569		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C25632	GAZ:00002564		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C25632	GAZ:00003209		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C25632	GAZ:00003731		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C25632	GAZ:02000610		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00002785		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00002840		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:02000896		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00001018		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00002857		
choice	/GENEPIO:0002082/ENVO:00000005	GAZ:00009150		
choice	/GENEPIO:0002082/ENVO:00000005	GENEPIO:0001811		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00003957		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00004440		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00002537		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00002542		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00006935		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00003171		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00003175		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00006881		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00002521		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00002518		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00004441		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00002461		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00006254		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00002591		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00002878		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00002888		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00002611		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00003939		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00006291		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00003142		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00004439		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00004438		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00004435		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00004432		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00002602		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00002519		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00003152		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00002539		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00004430		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00004431		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00002606		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00005070		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00004444		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00004428		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00002557		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00004427		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00002514		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00002520		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00004442		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00004421		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00002546		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00002515		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00002531		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00002524		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00004443		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00004411		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00002580		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00004413		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00004429		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00002553		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00004414		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00002586		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00002533		
choice	/GENEPIO:0002082/ENVO:00000005/NCIT:C87194	GAZ:00003706		
